time_interval,location,co_occurrence_frequency
1700_1704,detroit,1
1700_1704,frankfort,1
1700_1704,houston,1
1700_1704,indore,1
1700_1704,kansas,1
1700_1704,kingston,1
1700_1704,lucknow,1
1700_1704,madras,4
1700_1704,maine,20
1700_1704,malacca,1
1700_1704,maryland,33
1700_1704,miami,4
1700_1704,mobile,1
1700_1704,montreal,1
1700_1704,new england,10
1700_1704,new haven,1
1700_1704,new york,4
1700_1704,newfoundland,14
1700_1704,niger,1
1700_1704,ottawa,2
1700_1704,paiute,1
1700_1704,quebec,1
1700_1704,regina,1
1700_1704,seattle,1
1700_1704,silk,15
1700_1704,surat,1
1700_1704,texas,1
1700_1704,virginia,26
1700_1704,yukon,1
1705_1709,accra,1
1705_1709,alexandria,1
1705_1709,arizona,1
1705_1709,austin,5
1705_1709,baltimore,8
1705_1709,barbados,24
1705_1709,baroda,1
1705_1709,bengal,5
1705_1709,biloxi,1
1705_1709,boise,1
1705_1709,boston,11
1705_1709,camden,8
1705_1709,cayes,5
1705_1709,chennai,1
1705_1709,cleveland,1
1705_1709,colombo,1
1705_1709,dallas,1
1705_1709,delhi,4
1705_1709,denver,1
1705_1709,hartford,2
1705_1709,idaho,1
1705_1709,kingston,2
1705_1709,madras,2
1705_1709,maine,27
1705_1709,maryland,4
1705_1709,miami,4
1705_1709,mobile,8
1705_1709,new england,12
1705_1709,new york,3
1705_1709,newfoundland,14
1705_1709,niger,3
1705_1709,ontario,1
1705_1709,philadelphia,4
1705_1709,raleigh,1
1705_1709,regina,1
1705_1709,silk,14
1705_1709,st louis,1
1705_1709,trinidad,1
1705_1709,virginia,23
1705_1709,whitehorse,1
1710_1714,acadia,2
1710_1714,accra,1
1710_1714,ajmer,1
1710_1714,alexandria,1
1710_1714,ambala,1
1710_1714,atlanta,2
1710_1714,austin,5
1710_1714,baltimore,16
1710_1714,barbados,45
1710_1714,bengal,5
1710_1714,boise,2
1710_1714,boston,30
1710_1714,calicut,2
1710_1714,carrier,1
1710_1714,cascades,2
1710_1714,cayes,3
1710_1714,chicago,1
1710_1714,colorado,1
1710_1714,dallas,2
1710_1714,delhi,1
1710_1714,denver,1
1710_1714,edmonton,1
1710_1714,florida,2
1710_1714,frankfort,4
1710_1714,ganges,2
1710_1714,granada,2
1710_1714,grenada,2
1710_1714,guiana,1
1710_1714,gujarat,1
1710_1714,halifax,6
1710_1714,houston,3
1710_1714,howrah,1
1710_1714,hurling,2
1710_1714,illinois,2
1710_1714,kansas,1
1710_1714,kingston,10
1710_1714,madras,7
1710_1714,madura,4
1710_1714,madurai,1
1710_1714,maine,31
1710_1714,malacca,2
1710_1714,maryland,9
1710_1714,miami,2
1710_1714,mobile,22
1710_1714,nevada,4
1710_1714,new england,18
1710_1714,new york,4
1710_1714,newfoundland,42
1710_1714,niger,4
1710_1714,ottawa,1
1710_1714,pennsylvania,1
1710_1714,quebec,2
1710_1714,rhode island,1
1710_1714,seattle,3
1710_1714,silk,132
1710_1714,surat,4
1710_1714,texas,1
1710_1714,tobago,1
1710_1714,topeka,1
1710_1714,trinidad,1
1710_1714,virginia,72
1715_1719,acton,1
1715_1719,alabama,1
1715_1719,alberta,1
1715_1719,alexandria,9
1715_1719,ambala,3
1715_1719,austin,4
1715_1719,bahamas,4
1715_1719,barbados,145
1715_1719,belize,1
1715_1719,boise,1
1715_1719,boston,16
1715_1719,calabar,1
1715_1719,camden,6
1715_1719,carrier,4
1715_1719,cayes,4
1715_1719,ceylon,1
1715_1719,charlotte,1
1715_1719,cleveland,1
1715_1719,dallas,2
1715_1719,delhi,2
1715_1719,denver,1
1715_1719,detroit,1
1715_1719,florida,3
1715_1719,ganges,4
1715_1719,hartford,8
1715_1719,honduras,3
1715_1719,hurling,2
1715_1719,idaho,3
1715_1719,indore,1
1715_1719,johore,1
1715_1719,kingston,13
1715_1719,labrador,1
1715_1719,mackenzie,6
1715_1719,madras,19
1715_1719,maine,37
1715_1719,maryland,8
1715_1719,miami,3
1715_1719,mississippi,5
1715_1719,missouri,1
1715_1719,mobile,2
1715_1719,montreal,1
1715_1719,navajo,1
1715_1719,nevada,1
1715_1719,new england,27
1715_1719,new york,14
1715_1719,newfoundland,16
1715_1719,niger,1
1715_1719,north carolina,11
1715_1719,oregon,1
1715_1719,ottawa,1
1715_1719,philadelphia,1
1715_1719,poona,1
1715_1719,seattle,2
1715_1719,silk,88
1715_1719,south carolina,7
1715_1719,surat,1
1715_1719,tanjore,1
1715_1719,texas,2
1715_1719,topeka,1
1715_1719,tucson,2
1715_1719,vermont,1
1715_1719,virginia,35
1715_1719,whitehorse,1
1720_1724,acadia,1
1720_1724,accra,1
1720_1724,alabama,1
1720_1724,alberta,1
1720_1724,alexandria,2
1720_1724,ambala,2
1720_1724,atlanta,1
1720_1724,austin,4
1720_1724,baltimore,1
1720_1724,barbados,194
1720_1724,belize,1
1720_1724,bengal,1
1720_1724,boise,2
1720_1724,boston,56
1720_1724,calabar,2
1720_1724,calcutta,3
1720_1724,carrier,2
1720_1724,cayes,5
1720_1724,ceylon,1
1720_1724,chennai,1
1720_1724,chicago,1
1720_1724,cleveland,2
1720_1724,coorg,1
1720_1724,dallas,1
1720_1724,daman,1
1720_1724,delhi,5
1720_1724,detroit,1
1720_1724,florida,6
1720_1724,gambia,2
1720_1724,ganges,4
1720_1724,halifax,1
1720_1724,hartford,2
1720_1724,honduras,3
1720_1724,houston,1
1720_1724,hubli,2
1720_1724,hurling,4
1720_1724,idaho,3
1720_1724,imphal,1
1720_1724,indore,1
1720_1724,kansas,1
1720_1724,kingston,11
1720_1724,madras,9
1720_1724,maine,49
1720_1724,malacca,1
1720_1724,maryland,11
1720_1724,miami,3
1720_1724,mississippi,2
1720_1724,mobile,4
1720_1724,new england,50
1720_1724,new york,27
1720_1724,newfoundland,4
1720_1724,niger,1
1720_1724,north carolina,1
1720_1724,nova scotia,1
1720_1724,ontario,1
1720_1724,oregon,3
1720_1724,pennsylvania,1
1720_1724,pensacola,1
1720_1724,philadelphia,19
1720_1724,pondicherry,1
1720_1724,regina,2
1720_1724,rhode island,4
1720_1724,silk,89
1720_1724,south carolina,3
1720_1724,st lucia,2
1720_1724,surat,2
1720_1724,texas,3
1720_1724,tobago,3
1720_1724,tucson,5
1720_1724,vermont,1
1720_1724,virginia,51
1720_1724,whitehorse,3
1720_1724,yukon,1
1725_1729,abuja,1
1725_1729,acadia,1
1725_1729,alberta,1
1725_1729,alexandria,7
1725_1729,ambala,4
1725_1729,atlanta,1
1725_1729,austin,5
1725_1729,baltimore,1
1725_1729,barbados,140
1725_1729,belize,1
1725_1729,bengal,9
1725_1729,bihar,1
1725_1729,boston,20
1725_1729,carrier,8
1725_1729,cayes,7
1725_1729,ceylon,1
1725_1729,connecticut,3
1725_1729,dallas,8
1725_1729,daman,2
1725_1729,delaware,1
1725_1729,delhi,1
1725_1729,detroit,1
1725_1729,florida,3
1725_1729,fort william,1
1725_1729,ganges,3
1725_1729,guiana,3
1725_1729,gujarat,1
1725_1729,hartford,3
1725_1729,honduras,8
1725_1729,houston,3
1725_1729,hubli,1
1725_1729,hurling,3
1725_1729,idaho,2
1725_1729,kingston,18
1725_1729,labrador,1
1725_1729,madras,2
1725_1729,maine,33
1725_1729,managua,1
1725_1729,maryland,16
1725_1729,miami,2
1725_1729,mobile,4
1725_1729,mojave,1
1725_1729,montana,3
1725_1729,new england,66
1725_1729,new haven,11
1725_1729,new york,20
1725_1729,newfoundland,36
1725_1729,niagara,1
1725_1729,niger,1
1725_1729,north carolina,3
1725_1729,oregon,1
1725_1729,perak,1
1725_1729,philadelphia,17
1725_1729,raleigh,2
1725_1729,regina,2
1725_1729,rhode island,1
1725_1729,seattle,1
1725_1729,silk,63
1725_1729,south carolina,13
1725_1729,st louis,1
1725_1729,st lucia,4
1725_1729,sudbury,1
1725_1729,surat,3
1725_1729,texas,4
1725_1729,vermont,2
1725_1729,virginia,30
1725_1729,whitehorse,8
1725_1729,yazoo,1
1730_1734,ahmadabad,3
1730_1734,alexandria,4
1730_1734,ambala,2
1730_1734,atlanta,2
1730_1734,austin,5
1730_1734,bahamas,5
1730_1734,baltimore,4
1730_1734,barbados,278
1730_1734,belize,1
1730_1734,bengal,7
1730_1734,boise,1
1730_1734,boston,26
1730_1734,calabar,5
1730_1734,carrier,5
1730_1734,cascades,1
1730_1734,cayes,4
1730_1734,ceylon,9
1730_1734,charlotte,3
1730_1734,chicago,1
1730_1734,dallas,5
1730_1734,daman,2
1730_1734,delaware,36
1730_1734,delhi,5
1730_1734,denver,1
1730_1734,detroit,3
1730_1734,dominica,2
1730_1734,edmonton,3
1730_1734,florida,17
1730_1734,frankfort,2
1730_1734,ganges,3
1730_1734,granada,13
1730_1734,guiana,2
1730_1734,halifax,2
1730_1734,hartford,1
1730_1734,honduras,3
1730_1734,hurling,1
1730_1734,idaho,1
1730_1734,illinois,2
1730_1734,imphal,1
1730_1734,indiana,1
1730_1734,kingston,11
1730_1734,mackenzie,7
1730_1734,madras,2
1730_1734,maine,60
1730_1734,malacca,4
1730_1734,malaya,2
1730_1734,managua,1
1730_1734,maryland,21
1730_1734,mathura,1
1730_1734,miami,1
1730_1734,mobile,3
1730_1734,new england,64
1730_1734,new jersey,5
1730_1734,new york,35
1730_1734,newfoundland,38
1730_1734,niagara,1
1730_1734,north carolina,2
1730_1734,ontario,2
1730_1734,ottawa,1
1730_1734,philadelphia,19
1730_1734,raleigh,2
1730_1734,regina,1
1730_1734,rhode island,5
1730_1734,san antonio,2
1730_1734,silk,171
1730_1734,south carolina,29
1730_1734,sudbury,1
1730_1734,surat,4
1730_1734,texas,1
1730_1734,tobago,2
1730_1734,trinidad,9
1730_1734,vermont,4
1730_1734,virginia,47
1735_1739,alaska,1
1735_1739,alexandria,1
1735_1739,bahamas,1
1735_1739,baltimore,1
1735_1739,barbados,194
1735_1739,bengal,4
1735_1739,bennington,2
1735_1739,bihar,2
1735_1739,boston,31
1735_1739,carrier,7
1735_1739,cascades,1
1735_1739,cayes,6
1735_1739,dallas,1
1735_1739,delaware,4
1735_1739,delhi,1
1735_1739,denver,1
1735_1739,dominica,2
1735_1739,edmonton,2
1735_1739,florida,5
1735_1739,frankfort,1
1735_1739,gambia,3
1735_1739,ganges,3
1735_1739,granada,1
1735_1739,halifax,5
1735_1739,hartford,17
1735_1739,honduras,2
1735_1739,houston,1
1735_1739,hubli,2
1735_1739,hurling,2
1735_1739,idaho,2
1735_1739,illinois,2
1735_1739,indore,1
1735_1739,kingston,13
1735_1739,lansing,1
1735_1739,long island,1
1735_1739,madras,2
1735_1739,maine,81
1735_1739,maryland,37
1735_1739,miami,5
1735_1739,mississippi,1
1735_1739,mobile,2
1735_1739,montana,1
1735_1739,new england,46
1735_1739,new hampshire,2
1735_1739,new haven,2
1735_1739,new mexico,1
1735_1739,new orleans,2
1735_1739,new york,16
1735_1739,newfoundland,7
1735_1739,niger,1
1735_1739,north carolina,2
1735_1739,nova scotia,2
1735_1739,pennsylvania,1
1735_1739,philadelphia,8
1735_1739,pondicherry,1
1735_1739,quebec,3
1735_1739,raleigh,1
1735_1739,regina,1
1735_1739,rhode island,3
1735_1739,silk,52
1735_1739,south carolina,4
1735_1739,st louis,3
1735_1739,sudbury,2
1735_1739,surat,2
1735_1739,tennessee,1
1735_1739,texas,2
1735_1739,tobago,4
1735_1739,topeka,1
1735_1739,toronto,1
1735_1739,vermont,4
1735_1739,virginia,34
1735_1739,whitehorse,2
1740_1744,acadia,2
1740_1744,alberta,2
1740_1744,alexandria,1
1740_1744,ambala,2
1740_1744,atlanta,2
1740_1744,austin,6
1740_1744,bahamas,2
1740_1744,baltimore,1
1740_1744,barbados,115
1740_1744,biloxi,1
1740_1744,boise,1
1740_1744,boston,30
1740_1744,carrier,6
1740_1744,cascades,1
1740_1744,cayes,6
1740_1744,ceylon,1
1740_1744,charlotte,1
1740_1744,colombo,2
1740_1744,colorado,1
1740_1744,connecticut,3
1740_1744,daman,1
1740_1744,delaware,1
1740_1744,delhi,2
1740_1744,denver,1
1740_1744,edmonton,2
1740_1744,florida,5
1740_1744,frankfort,1
1740_1744,gambia,1
1740_1744,ganges,11
1740_1744,granada,4
1740_1744,halifax,1
1740_1744,hartford,7
1740_1744,honduras,5
1740_1744,houston,4
1740_1744,hurling,1
1740_1744,idaho,3
1740_1744,indiana,1
1740_1744,kingston,6
1740_1744,knoxville,1
1740_1744,madras,1
1740_1744,madura,1
1740_1744,maine,55
1740_1744,maryland,23
1740_1744,miami,4
1740_1744,mobile,5
1740_1744,new england,42
1740_1744,new haven,4
1740_1744,new york,27
1740_1744,newfoundland,56
1740_1744,north carolina,7
1740_1744,ontario,1
1740_1744,oregon,3
1740_1744,orissa,1
1740_1744,ottawa,1
1740_1744,patna,1
1740_1744,pennsylvania,3
1740_1744,philadelphia,13
1740_1744,pondicherry,1
1740_1744,quebec,1
1740_1744,regina,1
1740_1744,rhode island,1
1740_1744,seattle,1
1740_1744,silk,45
1740_1744,south carolina,20
1740_1744,texas,1
1740_1744,tobago,1
1740_1744,toronto,1
1740_1744,trinidad,1
1740_1744,virginia,69
1740_1744,whitehorse,1
1740_1744,wisconsin,1
1745_1749,abuja,1
1745_1749,acadia,2
1745_1749,acton,2
1745_1749,alexandria,4
1745_1749,atlanta,1
1745_1749,austin,2
1745_1749,bahamas,6
1745_1749,baltimore,7
1745_1749,barbados,87
1745_1749,belize,1
1745_1749,bengal,1
1745_1749,benue,1
1745_1749,bihar,3
1745_1749,boise,7
1745_1749,boston,27
1745_1749,calabar,1
1745_1749,carrier,8
1745_1749,cayes,7
1745_1749,charlotte,13
1745_1749,chennai,1
1745_1749,chicago,1
1745_1749,cleveland,1
1745_1749,connecticut,1
1745_1749,dallas,5
1745_1749,daman,1
1745_1749,delaware,3
1745_1749,delhi,3
1745_1749,denver,2
1745_1749,dominica,8
1745_1749,flathead,1
1745_1749,florida,16
1745_1749,fort william,1
1745_1749,frankfort,2
1745_1749,gambia,1
1745_1749,ganges,13
1745_1749,granada,10
1745_1749,guiana,1
1745_1749,halifax,2
1745_1749,hartford,2
1745_1749,honduras,6
1745_1749,houston,4
1745_1749,hubli,1
1745_1749,hurling,2
1745_1749,idaho,1
1745_1749,illinois,1
1745_1749,indiana,1
1745_1749,indore,3
1745_1749,kalyan,1
1745_1749,kandy,1
1745_1749,kansas,3
1745_1749,kingston,7
1745_1749,mackenzie,1
1745_1749,madras,2
1745_1749,maine,73
1745_1749,malacca,1
1745_1749,maryland,28
1745_1749,miami,3
1745_1749,mobile,8
1745_1749,molokai,1
1745_1749,nevada,1
1745_1749,new england,45
1745_1749,new orleans,1
1745_1749,new york,88
1745_1749,newfoundland,31
1745_1749,north carolina,7
1745_1749,nova scotia,3
1745_1749,oregon,1
1745_1749,ottawa,3
1745_1749,patna,5
1745_1749,perak,1
1745_1749,philadelphia,79
1745_1749,pondicherry,1
1745_1749,poona,1
1745_1749,quebec,7
1745_1749,raleigh,2
1745_1749,rhode island,8
1745_1749,silk,55
1745_1749,south carolina,31
1745_1749,st louis,3
1745_1749,st lucia,12
1745_1749,surat,1
1745_1749,texas,1
1745_1749,tobago,15
1745_1749,toronto,1
1745_1749,tucson,1
1745_1749,vermont,4
1745_1749,virginia,61
1750_1754,ambala,1
1750_1754,appalachian mountains,1
1750_1754,atlanta,1
1750_1754,barbados,20
1750_1754,bengal,2
1750_1754,boise,1
1750_1754,boston,7
1750_1754,carrier,3
1750_1754,cayes,3
1750_1754,charlotte,4
1750_1754,cleveland,2
1750_1754,colorado,1
1750_1754,delaware,2
1750_1754,delhi,2
1750_1754,detroit,1
1750_1754,dominica,6
1750_1754,florida,2
1750_1754,frankfort,1
1750_1754,ganges,5
1750_1754,halifax,4
1750_1754,hartford,4
1750_1754,honduras,6
1750_1754,houston,1
1750_1754,hubli,1
1750_1754,hurling,2
1750_1754,illinois,1
1750_1754,indore,1
1750_1754,kingston,11
1750_1754,labrador,1
1750_1754,madras,1
1750_1754,madura,1
1750_1754,maine,23
1750_1754,maryland,10
1750_1754,miami,2
1750_1754,michigan,1
1750_1754,mobile,3
1750_1754,new england,5
1750_1754,new haven,4
1750_1754,new york,8
1750_1754,newfoundland,6
1750_1754,niger,1
1750_1754,nova scotia,5
1750_1754,philadelphia,7
1750_1754,quebec,2
1750_1754,seattle,2
1750_1754,silk,30
1750_1754,south carolina,1
1750_1754,st louis,1
1750_1754,st lucia,6
1750_1754,sudbury,2
1750_1754,surat,1
1750_1754,texas,1
1750_1754,tobago,9
1750_1754,tucson,1
1750_1754,virginia,9
1755_1759,accra,2
1755_1759,acton,3
1755_1759,alabama,2
1755_1759,alaska,4
1755_1759,alberta,1
1755_1759,ambala,1
1755_1759,arizona,2
1755_1759,austin,4
1755_1759,bahamas,5
1755_1759,baltimore,12
1755_1759,barbados,75
1755_1759,belize,1
1755_1759,bengal,7
1755_1759,biloxi,1
1755_1759,boise,3
1755_1759,boston,38
1755_1759,calabar,7
1755_1759,calcutta,4
1755_1759,calgary,1
1755_1759,calicut,1
1755_1759,camden,3
1755_1759,carrier,29
1755_1759,cascades,2
1755_1759,cayes,17
1755_1759,ceylon,1
1755_1759,cleveland,4
1755_1759,colombo,4
1755_1759,colorado,1
1755_1759,connecticut,3
1755_1759,dallas,10
1755_1759,delaware,2
1755_1759,delhi,7
1755_1759,denver,4
1755_1759,detroit,3
1755_1759,dominica,1
1755_1759,edmonton,2
1755_1759,florida,7
1755_1759,frankfort,2
1755_1759,gambia,4
1755_1759,ganges,15
1755_1759,granada,10
1755_1759,grenada,2
1755_1759,guiana,2
1755_1759,gujarat,1
1755_1759,halifax,24
1755_1759,hartford,1
1755_1759,honduras,23
1755_1759,houston,2
1755_1759,hubli,1
1755_1759,hurling,4
1755_1759,idaho,7
1755_1759,illinois,1
1755_1759,imphal,1
1755_1759,jaipur,2
1755_1759,kansas,1
1755_1759,kaveri,1
1755_1759,kingston,16
1755_1759,labrador,1
1755_1759,mackenzie,4
1755_1759,madras,1
1755_1759,maine,73
1755_1759,malaya,1
1755_1759,manipur,2
1755_1759,maryland,31
1755_1759,miami,4
1755_1759,mobile,9
1755_1759,montana,1
1755_1759,montreal,2
1755_1759,mysore,1
1755_1759,nevada,3
1755_1759,new england,31
1755_1759,new haven,7
1755_1759,new jersey,7
1755_1759,new orleans,5
1755_1759,new york,105
1755_1759,newfoundland,43
1755_1759,niagara,1
1755_1759,niger,8
1755_1759,north carolina,4
1755_1759,nova scotia,12
1755_1759,ontario,1
1755_1759,oregon,7
1755_1759,ottawa,2
1755_1759,patna,4
1755_1759,pennsylvania,2
1755_1759,perak,5
1755_1759,philadelphia,47
1755_1759,pondicherry,11
1755_1759,quebec,35
1755_1759,raleigh,1
1755_1759,regina,3
1755_1759,rhode island,11
1755_1759,san francisco,1
1755_1759,seattle,1
1755_1759,silk,83
1755_1759,south carolina,50
1755_1759,st lucia,4
1755_1759,surat,2
1755_1759,texas,10
1755_1759,tobago,7
1755_1759,topeka,3
1755_1759,trinidad,1
1755_1759,vermont,4
1755_1759,virginia,73
1755_1759,whitehorse,1
1760_1764,acadia,2
1760_1764,accra,5
1760_1764,acton,5
1760_1764,ajmer,1
1760_1764,alberta,4
1760_1764,alexandria,2
1760_1764,ambala,6
1760_1764,appalachian mountains,1
1760_1764,arizona,8
1760_1764,atlanta,2
1760_1764,austin,2
1760_1764,bahamas,12
1760_1764,baltimore,11
1760_1764,barbados,140
1760_1764,belize,2
1760_1764,bengal,9
1760_1764,benue,1
1760_1764,bihar,1
1760_1764,boise,2
1760_1764,boston,46
1760_1764,calcutta,2
1760_1764,calicut,3
1760_1764,camden,1
1760_1764,carrier,20
1760_1764,cayes,12
1760_1764,ceylon,4
1760_1764,charlotte,17
1760_1764,chennai,1
1760_1764,cleveland,8
1760_1764,colombo,4
1760_1764,connecticut,3
1760_1764,dallas,6
1760_1764,delaware,2
1760_1764,delhi,9
1760_1764,denver,1
1760_1764,detroit,1
1760_1764,dominica,49
1760_1764,edmonton,5
1760_1764,florida,43
1760_1764,frankfort,5
1760_1764,gambia,4
1760_1764,ganges,15
1760_1764,granada,64
1760_1764,grenada,48
1760_1764,guiana,5
1760_1764,gujarat,1
1760_1764,halifax,39
1760_1764,hartford,1
1760_1764,honduras,46
1760_1764,houston,1
1760_1764,hubli,1
1760_1764,idaho,6
1760_1764,illinois,3
1760_1764,indiana,3
1760_1764,indore,1
1760_1764,kansas,1
1760_1764,kingston,11
1760_1764,labrador,1
1760_1764,lansing,2
1760_1764,louisiana,39
1760_1764,mackenzie,2
1760_1764,madras,3
1760_1764,maine,140
1760_1764,malabar coast,2
1760_1764,manitoba,1
1760_1764,maryland,68
1760_1764,miami,12
1760_1764,missouri,2
1760_1764,mobile,22
1760_1764,montana,1
1760_1764,montreal,16
1760_1764,mysore,1
1760_1764,nevada,3
1760_1764,new england,75
1760_1764,new hampshire,2
1760_1764,new haven,9
1760_1764,new jersey,3
1760_1764,new orleans,10
1760_1764,new york,177
1760_1764,newfoundland,89
1760_1764,niagara,1
1760_1764,niger,27
1760_1764,north carolina,13
1760_1764,nova scotia,15
1760_1764,ontario,3
1760_1764,oregon,7
1760_1764,orissa,2
1760_1764,ottawa,4
1760_1764,paiute,1
1760_1764,patna,2
1760_1764,penang,1
1760_1764,pennsylvania,16
1760_1764,pensacola,2
1760_1764,perak,4
1760_1764,philadelphia,96
1760_1764,pondicherry,7
1760_1764,quebec,129
1760_1764,raleigh,3
1760_1764,regina,2
1760_1764,rhode island,6
1760_1764,roanoke,2
1760_1764,seattle,5
1760_1764,sierra leone,2
1760_1764,silk,124
1760_1764,south carolina,53
1760_1764,st louis,2
1760_1764,st lucia,44
1760_1764,sudbury,1
1760_1764,surat,1
1760_1764,tanjore,1
1760_1764,texas,11
1760_1764,tobago,33
1760_1764,topeka,1
1760_1764,trinidad,1
1760_1764,tucson,2
1760_1764,vermont,3
1760_1764,virginia,198
1760_1764,west florida,1
1760_1764,yukon,1
1765_1769,acadia,1
1765_1769,acton,1
1765_1769,ajmer,1
1765_1769,alberta,1
1765_1769,arizona,2
1765_1769,assam,1
1765_1769,austin,4
1765_1769,bahamas,5
1765_1769,baltimore,2
1765_1769,barbados,62
1765_1769,baroda,1
1765_1769,belize,1
1765_1769,bengal,9
1765_1769,bennington,1
1765_1769,bihar,2
1765_1769,biloxi,1
1765_1769,boston,18
1765_1769,calabar,4
1765_1769,calcutta,1
1765_1769,calgary,2
1765_1769,calicut,2
1765_1769,carrier,12
1765_1769,cascades,1
1765_1769,cayes,12
1765_1769,charlotte,7
1765_1769,chicago,2
1765_1769,cleveland,2
1765_1769,connecticut,3
1765_1769,dallas,8
1765_1769,delaware,6
1765_1769,delhi,6
1765_1769,denver,3
1765_1769,detroit,2
1765_1769,dominica,58
1765_1769,edmonton,2
1765_1769,florida,26
1765_1769,frankfort,2
1765_1769,gambia,7
1765_1769,ganges,10
1765_1769,granada,24
1765_1769,grenada,97
1765_1769,guiana,1
1765_1769,halifax,11
1765_1769,hartford,9
1765_1769,honduras,7
1765_1769,houston,1
1765_1769,hubli,2
1765_1769,hurling,4
1765_1769,idaho,3
1765_1769,illinois,1
1765_1769,indiana,4
1765_1769,johore,1
1765_1769,kansas,1
1765_1769,kaveri,1
1765_1769,kingston,5
1765_1769,labrador,7
1765_1769,lansing,1
1765_1769,madras,4
1765_1769,maine,84
1765_1769,malabar coast,1
1765_1769,maryland,18
1765_1769,miami,11
1765_1769,mobile,7
1765_1769,montreal,6
1765_1769,navajo,2
1765_1769,nevada,4
1765_1769,new england,33
1765_1769,new hampshire,1
1765_1769,new haven,1
1765_1769,new jersey,1
1765_1769,new orleans,9
1765_1769,new york,61
1765_1769,newfoundland,31
1765_1769,niagara,4
1765_1769,niger,5
1765_1769,north carolina,5
1765_1769,nova scotia,2
1765_1769,ontario,2
1765_1769,oregon,2
1765_1769,ottawa,2
1765_1769,paiute,2
1765_1769,patna,1
1765_1769,pennsylvania,1
1765_1769,pensacola,8
1765_1769,philadelphia,27
1765_1769,pondicherry,1
1765_1769,quebec,21
1765_1769,raleigh,1
1765_1769,regina,4
1765_1769,rhode island,4
1765_1769,seattle,1
1765_1769,silk,57
1765_1769,south carolina,14
1765_1769,st lucia,15
1765_1769,sudbury,1
1765_1769,surat,1
1765_1769,texas,7
1765_1769,tobago,18
1765_1769,topeka,1
1765_1769,toronto,1
1765_1769,trinidad,4
1765_1769,vermont,1
1765_1769,virginia,32
1770_1774,acadia,1
1770_1774,accra,2
1770_1774,acton,2
1770_1774,ajmer,1
1770_1774,alaska,3
1770_1774,alberta,3
1770_1774,alexandria,2
1770_1774,allahabad,3
1770_1774,ambala,2
1770_1774,atlanta,4
1770_1774,austin,12
