time_interval,location,co_occurrence_frequency
1720_1724,nevada,1
1720_1724,new england,25
1720_1724,new york,5
1720_1724,newfoundland,16
1720_1724,niger,1
1720_1724,north carolina,2
1720_1724,nova scotia,2
1720_1724,penang,1
1720_1724,pensacola,1
1720_1724,perak,1
1720_1724,philadelphia,11
1720_1724,poona,1
1720_1724,raleigh,4
1720_1724,regina,3
1720_1724,rhode island,1
1720_1724,shillong,1
1720_1724,silk,59
1720_1724,south carolina,1
1720_1724,st lucia,1
1720_1724,sudbury,1
1720_1724,surat,1
1720_1724,texas,1
1720_1724,tobago,4
1720_1724,toronto,3
1720_1724,vermont,2
1720_1724,virginia,167
1725_1729,acadia,1
1725_1729,accra,3
1725_1729,acton,1
1725_1729,alberta,4
1725_1729,alexandria,4
1725_1729,ambala,3
1725_1729,atlanta,2
1725_1729,austin,3
1725_1729,barbados,29
1725_1729,bengal,8
1725_1729,boston,11
1725_1729,calabar,1
1725_1729,carrier,18
1725_1729,cayes,8
1725_1729,charlotte,2
1725_1729,cleveland,3
1725_1729,colombo,2
1725_1729,dallas,6
1725_1729,daman,2
1725_1729,delhi,5
1725_1729,detroit,2
1725_1729,dominica,1
1725_1729,edmonton,1
1725_1729,florida,2
1725_1729,frankfort,2
1725_1729,ganges,5
1725_1729,granada,1
1725_1729,gujarat,1
1725_1729,hartford,3
1725_1729,honduras,9
1725_1729,houston,3
1725_1729,hubli,1
1725_1729,idaho,1
1725_1729,illinois,1
1725_1729,imphal,2
1725_1729,indiana,2
1725_1729,kingston,6
1725_1729,knoxville,1
1725_1729,los angeles,2
1725_1729,louisiana,12
1725_1729,mackenzie,3
1725_1729,madras,3
1725_1729,maine,50
1725_1729,maryland,103
1725_1729,miami,5
1725_1729,mobile,3
1725_1729,montana,4
1725_1729,montreal,1
1725_1729,mysore,1
1725_1729,nashville,1
1725_1729,nevada,2
1725_1729,new england,30
1725_1729,new orleans,2
1725_1729,new york,7
1725_1729,newfoundland,38
1725_1729,niger,3
1725_1729,nova scotia,1
1725_1729,oregon,1
1725_1729,orissa,1
1725_1729,paiute,1
1725_1729,patna,2
1725_1729,perak,1
1725_1729,philadelphia,8
1725_1729,pondicherry,1
1725_1729,raleigh,11
1725_1729,regina,5
1725_1729,san francisco,3
1725_1729,seattle,2
1725_1729,silk,57
1725_1729,south carolina,7
1725_1729,sudbury,5
1725_1729,tanjore,1
1725_1729,texas,2
1725_1729,tobago,1
1725_1729,trinidad,6
1725_1729,tripura,1
1725_1729,tucson,1
1725_1729,vermont,9
1725_1729,virginia,156
1725_1729,yazoo,1
1730_1734,acton,1
1730_1734,alberta,1
1730_1734,alexandria,4
1730_1734,ambala,2
1730_1734,arizona,2
1730_1734,atlanta,1
1730_1734,austin,7
1730_1734,bahamas,2
1730_1734,baltimore,5
1730_1734,barbados,45
1730_1734,bengal,5
1730_1734,bihar,2
1730_1734,biloxi,1
1730_1734,boise,3
1730_1734,boston,12
1730_1734,calgary,1
1730_1734,carrier,3
1730_1734,cayes,9
1730_1734,charlotte,1
1730_1734,cleveland,1
1730_1734,dallas,5
1730_1734,daman,1
1730_1734,deccan,1
1730_1734,delaware,5
1730_1734,delhi,3
1730_1734,denver,3
1730_1734,detroit,1
1730_1734,dominica,1
1730_1734,florida,2
1730_1734,fort william,8
1730_1734,ganges,18
1730_1734,granada,10
1730_1734,halifax,3
1730_1734,hartford,4
1730_1734,houston,1
1730_1734,hurling,4
1730_1734,idaho,1
1730_1734,illinois,2
1730_1734,indiana,1
1730_1734,kingston,5
1730_1734,lucknow,1
1730_1734,mackenzie,1
1730_1734,madras,1
1730_1734,maine,57
1730_1734,malaya,1
1730_1734,maryland,179
1730_1734,miami,5
1730_1734,mississippi,5
1730_1734,mobile,4
1730_1734,montana,3
1730_1734,new england,24
1730_1734,new hampshire,2
1730_1734,new haven,5
1730_1734,new orleans,5
1730_1734,new york,9
1730_1734,newfoundland,47
1730_1734,oregon,3
1730_1734,patna,1
1730_1734,pennsylvania,1
1730_1734,philadelphia,17
1730_1734,raleigh,5
1730_1734,regina,2
1730_1734,silk,95
1730_1734,south carolina,9
1730_1734,sudbury,2
1730_1734,surat,1
1730_1734,texas,2
1730_1734,tobago,6
1730_1734,topeka,1
1730_1734,trinidad,2
1730_1734,tucson,1
1730_1734,vermont,5
1730_1734,virginia,225
1730_1734,whitehorse,4
1735_1739,acadia,1
1735_1739,arizona,1
1735_1739,austin,3
1735_1739,barbados,5
1735_1739,baroda,1
1735_1739,bengal,2
1735_1739,bihar,1
1735_1739,biloxi,1
1735_1739,boston,21
1735_1739,camden,1
1735_1739,carrier,7
1735_1739,cascades,1
1735_1739,cayes,3
1735_1739,charlotte,1
1735_1739,colombo,2
1735_1739,colorado,1
1735_1739,dallas,2
1735_1739,delhi,2
1735_1739,denver,1
1735_1739,dominica,1
1735_1739,florida,2
1735_1739,fort william,1
1735_1739,gambia,2
1735_1739,ganges,4
1735_1739,gwalior,1
1735_1739,halifax,1
1735_1739,hartford,4
1735_1739,honduras,4
1735_1739,hubli,1
1735_1739,idaho,1
1735_1739,kedah,1
1735_1739,kingston,5
1735_1739,maine,19
1735_1739,maryland,120
1735_1739,mobile,2
1735_1739,montana,5
1735_1739,new england,16
1735_1739,new mexico,4
1735_1739,new orleans,4
1735_1739,new york,5
1735_1739,newfoundland,3
1735_1739,niger,1
1735_1739,north carolina,4
1735_1739,ottawa,1
1735_1739,philadelphia,9
1735_1739,quebec,1
1735_1739,raleigh,4
1735_1739,regina,2
1735_1739,silk,38
1735_1739,south carolina,4
1735_1739,texas,1
1735_1739,tobago,1
1735_1739,vermont,1
1735_1739,virginia,154
1735_1739,yazoo,2
1740_1744,ajmer,1
1740_1744,ambala,1
1740_1744,austin,1
1740_1744,baltimore,2
1740_1744,barbados,10
1740_1744,boston,7
1740_1744,california,1
1740_1744,carrier,4
1740_1744,cayes,7
1740_1744,colombo,3
1740_1744,coorg,1
1740_1744,dallas,2
1740_1744,daman,1
1740_1744,delaware,4
1740_1744,delhi,2
1740_1744,denver,1
1740_1744,flathead,1
1740_1744,florida,2
1740_1744,frankfort,1
1740_1744,ganges,8
1740_1744,granada,2
1740_1744,hartford,1
1740_1744,honduras,5
1740_1744,houston,2
1740_1744,idaho,1
1740_1744,kingston,4
1740_1744,long island,1
1740_1744,mackenzie,2
1740_1744,maine,33
1740_1744,maryland,50
1740_1744,miami,1
1740_1744,missouri,1
1740_1744,mobile,3
1740_1744,new england,28
1740_1744,new york,5
1740_1744,newfoundland,25
1740_1744,niger,1
1740_1744,north carolina,7
1740_1744,philadelphia,8
1740_1744,silk,13
1740_1744,south carolina,8
1740_1744,st louis,2
1740_1744,texas,2
1740_1744,trinidad,2
1740_1744,virginia,123
1745_1749,acadia,2
1745_1749,ambala,2
1745_1749,atlanta,1
1745_1749,bahamas,4
1745_1749,baltimore,4
1745_1749,barbados,20
1745_1749,bengal,5
1745_1749,boston,17
1745_1749,calicut,1
1745_1749,california,1
1745_1749,camden,1
1745_1749,carrier,4
1745_1749,cayes,4
1745_1749,chicago,1
1745_1749,colombo,2
1745_1749,connecticut,1
1745_1749,dallas,5
1745_1749,delhi,1
1745_1749,denver,1
1745_1749,dominica,2
1745_1749,florida,2
1745_1749,fort william,1
1745_1749,frankfort,2
1745_1749,ganges,6
1745_1749,granada,9
1745_1749,grenada,1
1745_1749,hartford,1
1745_1749,idaho,1
1745_1749,kingston,1
1745_1749,mackenzie,1
1745_1749,madras,3
1745_1749,maine,31
1745_1749,maryland,42
1745_1749,miami,3
1745_1749,mobile,4
1745_1749,new england,12
1745_1749,new orleans,1
1745_1749,new york,19
1745_1749,newfoundland,6
1745_1749,niger,1
1745_1749,north carolina,1
1745_1749,nova scotia,1
1745_1749,paiute,1
1745_1749,patna,6
1745_1749,philadelphia,11
1745_1749,pondicherry,3
1745_1749,quebec,4
1745_1749,rhode island,1
1745_1749,saskatoon,1
1745_1749,silk,35
1745_1749,south carolina,10
1745_1749,st lucia,5
1745_1749,sudbury,1
1745_1749,tobago,7
1745_1749,topeka,1
1745_1749,toronto,1
1745_1749,virginia,94
1750_1754,ambala,1
1750_1754,baltimore,1
1750_1754,bengal,1
1750_1754,boise,1
1750_1754,boston,1
1750_1754,carrier,8
1750_1754,cayes,3
1750_1754,charlotte,4
1750_1754,cleveland,1
1750_1754,colombo,1
1750_1754,delaware,1
1750_1754,delhi,4
1750_1754,denver,1
1750_1754,edmonton,6
1750_1754,frankfort,2
1750_1754,ganges,26
1750_1754,halifax,3
1750_1754,honduras,11
1750_1754,hubli,1
1750_1754,hurling,1
1750_1754,idaho,2
1750_1754,illinois,1
1750_1754,kansas,1
1750_1754,kingston,1
1750_1754,labrador,1
1750_1754,maine,19
1750_1754,maryland,35
1750_1754,miami,3
1750_1754,mobile,4
1750_1754,montreal,1
1750_1754,navajo,2
1750_1754,nevada,1
1750_1754,new england,4
1750_1754,new haven,1
1750_1754,new jersey,1
1750_1754,new york,7
1750_1754,newfoundland,2
1750_1754,niger,3
1750_1754,north carolina,1
1750_1754,nova scotia,5
1750_1754,philadelphia,7
1750_1754,raleigh,6
1750_1754,rhode island,2
1750_1754,silk,21
1750_1754,st louis,3
1750_1754,sudbury,1
1750_1754,texas,1
1750_1754,tobago,3
1750_1754,virginia,57
1750_1754,whitehorse,1
1755_1759,acadia,2
1755_1759,alexandria,3
1755_1759,ambala,1
1755_1759,arizona,1
1755_1759,atlanta,1
1755_1759,austin,1
1755_1759,baltimore,5
1755_1759,barbados,7
1755_1759,baroda,1
1755_1759,bengal,1
1755_1759,boston,3
1755_1759,calabar,4
1755_1759,carrier,7
1755_1759,cayes,2
1755_1759,charlotte,1
1755_1759,cleveland,2
1755_1759,dallas,2
1755_1759,delhi,3
1755_1759,dominica,2
1755_1759,florida,4
1755_1759,fort frontenac,1
1755_1759,fort william,1
1755_1759,gambia,2
1755_1759,ganges,12
1755_1759,granada,1
1755_1759,grenada,1
1755_1759,halifax,7
1755_1759,honduras,2
1755_1759,hubli,1
1755_1759,idaho,1
1755_1759,imphal,1
1755_1759,indore,1
1755_1759,kansas,1
1755_1759,kingston,3
1755_1759,louisiana,1
1755_1759,madras,3
1755_1759,maine,29
1755_1759,maryland,43
1755_1759,miami,1
1755_1759,mobile,1
1755_1759,montreal,1
1755_1759,new england,8
1755_1759,new haven,6
1755_1759,new jersey,1
1755_1759,new orleans,3
1755_1759,new york,17
1755_1759,newfoundland,8
1755_1759,niger,2
1755_1759,north carolina,4
1755_1759,nova scotia,1
1755_1759,oregon,1
1755_1759,pennsylvania,2
1755_1759,philadelphia,9
1755_1759,quebec,7
1755_1759,rhode island,2
1755_1759,silk,46
1755_1759,south carolina,8
1755_1759,st lucia,1
1755_1759,texas,2
1755_1759,tripura,1
1755_1759,virginia,132
1760_1764,accra,2
1760_1764,acton,1
1760_1764,alexandria,7
1760_1764,appalachian mountains,1
1760_1764,atlanta,1
1760_1764,austin,2
1760_1764,baltimore,7
1760_1764,barbados,29
1760_1764,baroda,1
1760_1764,bengal,3
1760_1764,bihar,1
1760_1764,boston,8
1760_1764,calcutta,2
1760_1764,carrier,4
1760_1764,cascades,1
1760_1764,cayes,4
1760_1764,ceylon,1
1760_1764,charlotte,6
1760_1764,cleveland,2
1760_1764,colombo,1
1760_1764,dallas,1
1760_1764,delaware,2
1760_1764,delhi,3
1760_1764,detroit,4
1760_1764,dominica,7
1760_1764,edmonton,2
1760_1764,flathead,1
1760_1764,florida,5
1760_1764,fort william,1
1760_1764,frankfort,2
1760_1764,gambia,3
1760_1764,ganges,16
1760_1764,granada,4
1760_1764,grenada,5
1760_1764,guiana,1
1760_1764,halifax,19
1760_1764,hartford,1
1760_1764,honduras,1
1760_1764,hubli,2
1760_1764,hurling,2
1760_1764,indiana,2
1760_1764,kaveri,1
1760_1764,kingston,5
1760_1764,labrador,3
1760_1764,louisiana,17
1760_1764,mackenzie,4
1760_1764,maine,65
1760_1764,maryland,104
1760_1764,miami,12
1760_1764,mobile,11
1760_1764,montreal,7
1760_1764,new england,25
1760_1764,new orleans,3
1760_1764,new york,28
1760_1764,newfoundland,41
1760_1764,niagara,5
1760_1764,niger,4
1760_1764,north carolina,5
1760_1764,nova scotia,4
1760_1764,oregon,1
1760_1764,orissa,1
1760_1764,paiute,1
1760_1764,patna,2
1760_1764,pensacola,1
1760_1764,philadelphia,30
1760_1764,pondicherry,5
1760_1764,quebec,67
1760_1764,raleigh,3
1760_1764,regina,1
1760_1764,roanoke,1
1760_1764,seattle,2
1760_1764,silk,64
1760_1764,south carolina,18
1760_1764,st louis,3
1760_1764,st lucia,5
1760_1764,sudbury,2
1760_1764,surat,1
1760_1764,texas,1
1760_1764,tobago,7
1760_1764,trinidad,1
1760_1764,vermont,1
1760_1764,virginia,300
1760_1764,wisconsin,1
1765_1769,abuja,1
1765_1769,acton,1
1765_1769,alabama,1
1765_1769,alberta,1
1765_1769,arizona,1
1765_1769,atlanta,2
1765_1769,austin,3
1765_1769,bahamas,4
1765_1769,baltimore,5
1765_1769,barbados,13
1765_1769,bengal,16
1765_1769,bihar,3
1765_1769,boise,4
1765_1769,boston,7
1765_1769,brazos,1
1765_1769,calabar,5
1765_1769,calcutta,1
1765_1769,calgary,1
1765_1769,calicut,1
1765_1769,california,1
1765_1769,camden,2
1765_1769,carrier,3
1765_1769,cayes,7
1765_1769,charlotte,63
1765_1769,cleveland,1
1765_1769,colombo,1
1765_1769,dallas,2
1765_1769,delaware,3
1765_1769,delhi,11
1765_1769,denver,1
1765_1769,dominica,3
1765_1769,florida,16
1765_1769,gambia,2
1765_1769,ganges,12
1765_1769,granada,2
1765_1769,grenada,2
1765_1769,guiana,1
1765_1769,halifax,10
1765_1769,hartford,2
1765_1769,honduras,2
1765_1769,illinois,4
1765_1769,indiana,1
1765_1769,jaipur,1
1765_1769,kansas,2
1765_1769,kedah,1
1765_1769,kingston,3
1765_1769,labrador,1
1765_1769,madras,3
1765_1769,maine,60
1765_1769,malabar coast,1
1765_1769,maryland,46
1765_1769,miami,5
1765_1769,mobile,8
1765_1769,montreal,2
1765_1769,new england,8
1765_1769,new haven,1
1765_1769,new orleans,8
1765_1769,new york,26
1765_1769,newfoundland,10
1765_1769,niger,5
1765_1769,north carolina,6
1765_1769,nova scotia,5
1765_1769,ontario,2
1765_1769,oregon,1
1765_1769,orissa,1
1765_1769,pensacola,5
1765_1769,philadelphia,8
1765_1769,quebec,13
1765_1769,raleigh,4
1765_1769,regina,5
1765_1769,seattle,1
1765_1769,silk,57
1765_1769,south carolina,13
1765_1769,srinagar,1
1765_1769,sudbury,2
1765_1769,texas,5
1765_1769,tobago,4
1765_1769,toronto,1
1765_1769,tucson,1
1765_1769,virginia,89
1765_1769,west florida,1
1765_1769,whitehorse,2
1770_1774,acadia,1
1770_1774,accra,1
1770_1774,acton,2
1770_1774,alberta,2
1770_1774,alexandria,2
1770_1774,ambala,1
1770_1774,arizona,1
1770_1774,atlanta,1
1770_1774,austin,7
1770_1774,bahamas,2
1770_1774,barbados,5
1770_1774,belize,1
1770_1774,bengal,21
1770_1774,bihar,3
1770_1774,boise,1
1770_1774,boston,18
1770_1774,brazos,1
1770_1774,calcutta,5
1770_1774,camden,3
1770_1774,carrier,6
1770_1774,cayes,8
1770_1774,charlotte,3
1770_1774,colombo,1
1770_1774,connecticut,1
1770_1774,dallas,9
1770_1774,daman,1
1770_1774,delhi,10
1770_1774,detroit,1
1770_1774,dominica,2
1770_1774,edmonton,4
1770_1774,florida,10
1770_1774,fort william,1
1770_1774,frankfort,1
1770_1774,gambia,1
1770_1774,ganges,8
1770_1774,granada,1
1770_1774,grenada,4
1770_1774,halifax,6
1770_1774,hartford,17
1770_1774,honduras,4
1770_1774,houston,1
1770_1774,hubli,2
1770_1774,hurling,2
1770_1774,idaho,2
1770_1774,indiana,3
1770_1774,indore,1
1770_1774,jaipur,2
1770_1774,kansas,1
1770_1774,kedah,1
1770_1774,kingston,4
1770_1774,labrador,1
1770_1774,louisiana,3
1770_1774,mackenzie,1
1770_1774,madras,1
1770_1774,maine,52
1770_1774,malacca,1
1770_1774,maryland,63
1770_1774,miami,5
1770_1774,mobile,4
1770_1774,montreal,1
1770_1774,navajo,1
1770_1774,nevada,1
1770_1774,new england,9
1770_1774,new hampshire,1
1770_1774,new york,12
1770_1774,newfoundland,2
1770_1774,niger,3
1770_1774,north carolina,13
1770_1774,ontario,1
1770_1774,oregon,1
1770_1774,ottawa,1
1770_1774,paiute,1
1770_1774,patna,3
1770_1774,philadelphia,8
1770_1774,pondicherry,2
1770_1774,quebec,2
1770_1774,raleigh,2
1770_1774,regina,2
1770_1774,silk,49
1770_1774,south carolina,6
1770_1774,st lucia,2
1770_1774,sudbury,2
1770_1774,surat,1
1770_1774,texas,3
1770_1774,tobago,12
1770_1774,toronto,1
1770_1774,tripura,1
1770_1774,tucson,1
1770_1774,virginia,121
1770_1774,whitehorse,3
1775_1779,acadia,1
1775_1779,accra,2
1775_1779,acton,1
1775_1779,alaska,1
1775_1779,alexandria,26
1775_1779,ambala,1
1775_1779,amritsar,1
1775_1779,arizona,3
1775_1779,atlanta,4
1775_1779,austin,7
1775_1779,bahamas,1
1775_1779,baltimore,75
1775_1779,barbados,47
1775_1779,belize,2
1775_1779,bengal,19
1775_1779,bennington,1
1775_1779,bihar,1
1775_1779,biloxi,2
1775_1779,boise,5
1775_1779,boston,104
1775_1779,calcutta,4
1775_1779,calgary,3
1775_1779,calicut,2
1775_1779,camden,7
1775_1779,carrier,33
1775_1779,cascades,2
1775_1779,cayes,10
1775_1779,charlotte,143
1775_1779,chennai,1
1775_1779,chicago,1
1775_1779,cleveland,4
1775_1779,colombo,2
1775_1779,connecticut,10
1775_1779,dallas,6
1775_1779,daman,5
1775_1779,delaware,63
1775_1779,delhi,16
1775_1779,detroit,3
1775_1779,dominica,76
1775_1779,edmonton,1
1775_1779,flathead,4
1775_1779,florida,24
1775_1779,frankfort,2
1775_1779,gambia,2
1775_1779,ganges,24
1775_1779,granada,5
1775_1779,grenada,35
1775_1779,halifax,117
1775_1779,hartford,17
1775_1779,honduras,30
1775_1779,houston,7
1775_1779,hubli,3
1775_1779,hurling,9
1775_1779,idaho,8
1775_1779,illinois,2
1775_1779,indiana,4
1775_1779,indore,1
1775_1779,jaipur,2
1775_1779,kedah,1
1775_1779,kingston,11
1775_1779,labrador,3
1775_1779,long island,9
1775_1779,mackenzie,6
1775_1779,madras,4
1775_1779,madurai,1
1775_1779,maine,169
1775_1779,malabar coast,1
1775_1779,malacca,1
1775_1779,maryland,252
1775_1779,mathura,1
1775_1779,miami,17
1775_1779,mobile,19
1775_1779,montana,2
1775_1779,montreal,29
1775_1779,nebraska,1
1775_1779,nevada,1
1775_1779,new england,64
1775_1779,new hampshire,3
1775_1779,new haven,7
1775_1779,new jersey,2
1775_1779,new york,676
1775_1779,newfoundland,122
1775_1779,niagara,3
1775_1779,niger,16
1775_1779,north carolina,94
1775_1779,nova scotia,6
1775_1779,ontario,5
1775_1779,oregon,3
1775_1779,ottawa,1
1775_1779,pennsylvania,30
1775_1779,pensacola,18
1775_1779,philadelphia,241
1775_1779,pondicherry,12
1775_1779,poona,1
1775_1779,quebec,92
1775_1779,raleigh,8
1775_1779,regina,4
1775_1779,rhode island,25
1775_1779,roanoke,3
1775_1779,silk,63
1775_1779,south carolina,388
1775_1779,st louis,3
1775_1779,st lucia,15
1775_1779,surat,2
1775_1779,tennessee,1
1775_1779,texas,3
1775_1779,tobago,42
1775_1779,toronto,3
1775_1779,tripura,1
1775_1779,tucson,1
1775_1779,united states of america,9
1775_1779,valley forge,2
1775_1779,vermont,5
1775_1779,virginia,1096
1775_1779,whitehorse,1
1780_1784,abuja,1
1780_1784,accra,4
1780_1784,acton,1
1780_1784,alaska,2
1780_1784,alberta,1
1780_1784,alexandria,7
1780_1784,ambala,1
1780_1784,arizona,1
1780_1784,atlanta,4
1780_1784,austin,2
1780_1784,bahamas,11
1780_1784,baltimore,100
1780_1784,barbados,67
1780_1784,belize,2
1780_1784,bengal,13
1780_1784,bennington,1
1780_1784,bihar,2
1780_1784,biloxi,3
1780_1784,boise,2
1780_1784,boston,66
1780_1784,calcutta,4
1780_1784,camden,21
1780_1784,carrier,15
1780_1784,cayes,16
1780_1784,ceylon,3
1780_1784,charlotte,27
1780_1784,charlottesville,1
1780_1784,chennai,1
1780_1784,chicago,2
1780_1784,cincinnati,1
1780_1784,cleveland,2
1780_1784,colombo,1
1780_1784,connecticut,5
1780_1784,dallas,4
1780_1784,daman,5
1780_1784,delaware,48
1780_1784,delhi,12
1780_1784,denver,1
1780_1784,detroit,1
1780_1784,dominica,20
1780_1784,edmonton,2
1780_1784,flathead,1
1780_1784,florida,24
1780_1784,fort william,1
1780_1784,frankfort,1
1780_1784,gambia,2
1780_1784,ganges,17
1780_1784,granada,1
1780_1784,grenada,25
